0,385,859,596,868
1,386,860,596,868
2,387,859,596,868
3,386,861,596,870
4,387,860,597,869
5,386,861,596,869
6,385,859,595,869
7,387,858,596,867
8,385,859,594,868
9,385,858,594,866
10,386,857,595,865
11,385,857,595,865
12,384,856,592,864
13,382,856,593,863
14,383,855,593,863
15,383,854,593,863
16,382,855,593,862
17,384,854,595,861
18,385,852,595,860
19,382,851,594,858
20,382,850,595,858
21,383,849,595,856
22,383,849,594,856
23,383,849,591,857
24,384,848,593,856
25,382,846,595,855
26,383,846,594,855
27,383,847,590,856
28,383,846,595,854
29,384,846,595,853
30,383,845,596,853
31,384,844,595,853
32,383,845,596,853
33,383,844,594,852
34,384,846,593,854
35,384,845,595,852
36,384,844,594,853
37,385,845,596,854
38,386,845,597,854
39,386,845,598,855
40,386,847,595,855
41,386,847,595,855
42,386,847,596,857
43,386,847,597,855
44,386,847,596,856
45,386,846,596,856
46,387,848,596,856
47,386,848,596,857
48,385,850,594,858
49,386,850,596,858
50,387,851,596,859
51,386,852,595,859
52,384,852,596,860
53,385,853,596,860
54,386,852,597,860
55,385,852,596,860
56,385,852,597,859
57,386,853,597,860
58,385,852,596,859
59,386,852,596,860
60,386,853,595,860
61,385,852,596,861
62,386,853,596,862
63,387,852,597,861
64,387,853,596,860
65,388,853,598,861
66,386,853,597,861
67,386,853,597,861
68,386,852,598,860
69,387,852,597,860
70,387,852,597,861
71,386,851,596,860
72,388,852,599,860
73,386,852,598,860
74,387,852,597,860
75,387,851,597,859
76,386,853,597,861
77,388,853,599,861
78,386,853,598,861
79,389,853,599,860
80,388,853,598,861
81,388,853,597,861
82,388,853,596,862
83,389,855,597,864
84,388,856,598,863
85,388,856,599,864
86,389,856,599,864
87,391,857,600,865
88,393,856,601,864
89,392,856,601,864
90,394,858,602,866
91,394,857,602,866
92,392,859,600,867
93,393,859,601,868
94,393,860,602,868
95,394,861,602,869
96,394,862,600,871
97,392,862,600,870
98,394,862,602,870
99,394,862,604,869
100,395,862,602,869
101,393,863,603,870
102,394,862,604,869
103,394,863,604,871
104,394,863,604,871
105,395,863,605,871
106,395,864,604,872
107,396,864,605,871
108,394,864,605,872
109,397,864,605,873
110,397,865,605,874
111,396,867,606,874
112,396,868,604,875
113,397,869,604,876
114,397,869,605,876
115,397,868,604,876
116,397,870,607,878
117,398,871,606,878
118,397,871,606,879
119,400,871,608,878
120,400,872,611,879
121,401,872,609,879
122,400,874,599,883
123,404,875,610,884
124,404,877,609,885
125,404,878,608,887
126,403,878,610,886
127,403,880,610,887
128,402,880,608,888
129,403,880,609,889
130,401,880,611,888
131,402,882,611,890
132,403,882,612,891
133,403,885,610,893
134,403,886,612,892
135,400,884,610,892
136,406,886,612,894
137,403,887,610,894
138,404,886,612,894
139,405,888,611,895
140,404,888,607,896
141,403,887,612,896
142,404,886,612,895
143,403,886,613,894
144,403,885,612,893
145,403,884,612,892
146,404,885,612,891
147,404,884,613,892
148,406,885,614,892
149,404,885,613,893
150,405,884,613,893
