0,421,826,635,823
1,421,826,635,824
2,422,827,635,824
3,422,826,634,823
4,422,826,635,824
5,422,827,635,824
6,422,826,636,823
7,422,826,634,823
8,422,826,635,823
9,422,826,635,823
10,423,826,635,823
11,422,827,635,823
12,422,826,635,823
13,421,826,635,823
14,422,826,636,824
15,422,826,635,823
16,422,826,636,824
17,422,826,636,823
18,422,826,635,824
19,421,826,635,824
20,423,826,635,823
21,422,827,635,823
22,422,827,636,823
23,424,828,635,824
24,422,826,635,824
25,422,827,635,823
26,423,826,636,824
27,423,826,635,823
28,423,828,635,824
29,422,826,636,823
30,423,826,636,823
31,423,826,635,823
32,423,826,635,824
33,422,827,635,824
34,422,826,635,824
35,423,826,635,823
36,422,826,635,824
37,421,827,636,824
38,423,826,635,823
39,422,826,636,824
40,421,826,636,824
41,423,826,636,823
42,421,826,635,823
43,422,827,635,824
44,422,827,635,823
45,422,827,635,824
46,422,826,636,823
47,421,828,635,824
48,422,827,635,824
49,421,826,634,823
50,422,826,636,823
51,422,826,635,823
52,422,826,634,823
53,422,827,634,824
54,422,826,635,823
55,423,825,635,823
56,422,827,634,823
57,422,826,635,824
58,422,826,635,823
59,422,827,635,824
60,422,826,635,823
61,422,827,635,823
62,421,826,636,824
63,422,826,635,823
64,421,826,635,824
65,423,826,636,823
66,422,826,635,823
67,423,826,636,824
68,422,826,635,824
69,422,826,635,823
70,421,827,635,824
71,422,827,635,823
72,422,827,635,824
73,423,827,635,824
74,421,826,635,823
75,421,826,635,824
76,422,826,634,823
77,421,827,635,823
78,422,826,635,824
79,421,827,634,824
80,421,827,635,824
81,422,828,635,825
82,422,827,635,824
83,421,826,635,823
84,422,826,635,824
85,422,828,635,824
86,422,828,635,825
87,422,826,635,823
88,422,827,635,824
89,421,827,635,824
90,422,826,635,824
91,421,826,635,824
92,422,826,635,823
93,422,827,635,824
94,422,826,634,824
95,422,828,635,824
