0,468,553,660,546
1,469,554,661,547
2,468,555,660,547
3,468,554,660,547
4,468,554,660,547
5,468,554,661,546
6,469,554,661,547
7,468,554,661,546
8,469,554,661,547
9,468,554,659,547
10,467,554,659,547
11,469,555,661,547
12,469,555,660,547
13,469,555,659,548
14,468,554,659,547
15,469,555,660,547
16,469,555,660,547
17,468,555,659,547
18,469,555,660,547
19,468,555,659,547
20,469,555,659,547
21,467,555,659,547
22,468,555,659,547
23,469,555,659,547
24,469,554,660,547
25,467,554,659,546
26,467,554,660,547
27,468,555,659,547
28,468,554,660,546
29,469,554,659,547
30,468,554,659,547
31,467,555,659,547
32,467,554,659,546
33,467,554,660,547
34,467,554,660,547
35,467,554,659,547
36,466,555,659,547
37,467,554,659,546
38,467,555,659,547
39,467,554,659,546
40,468,553,659,546
41,467,554,660,546
42,466,552,659,546
43,466,554,659,547
44,467,554,660,547
45,466,553,660,546
46,466,554,660,547
47,469,553,659,546
48,468,554,659,547
49,468,554,659,547
50,470,554,660,547
51,468,553,660,546
52,468,553,660,546
53,468,553,660,546
54,468,554,659,547
55,469,553,660,546
56,467,554,660,546
57,468,553,660,546
58,468,553,659,546
59,469,553,659,546
60,467,553,660,545
61,468,553,659,546
62,469,553,660,545
63,469,554,660,547
64,469,554,660,547
65,469,554,660,547
66,470,555,660,548
67,469,554,659,548
68,469,554,660,547
69,469,554,660,547
70,469,554,660,547
71,470,554,660,547
72,468,554,660,547
73,470,555,659,547
74,470,554,661,547
75,469,554,660,547
76,469,554,660,547
77,468,555,659,547
78,468,554,659,547
79,469,554,659,548
80,470,554,661,547
81,468,553,660,547
82,467,553,659,546
83,467,554,660,546
84,468,554,659,547
85,468,553,659,547
86,468,554,660,546
87,469,554,660,547
88,467,554,659,547
89,467,554,659,547
90,467,554,659,546
91,467,554,659,547
92,468,553,660,547
93,467,555,659,547
94,468,554,660,546
95,469,554,660,546
96,469,554,659,547
97,467,555,658,547
98,468,554,659,547
99,467,554,659,547
100,468,554,660,546
101,468,554,659,547
102,468,553,659,546
103,468,554,659,546
104,469,554,660,547
105,468,553,659,547
106,468,554,658,546
107,467,554,659,546
108,468,553,660,546
109,468,553,659,547
110,469,553,659,546
111,467,553,659,546
112,467,553,659,546
113,466,553,659,546
114,469,553,660,546
115,468,554,660,547
116,467,553,660,546
117,467,554,659,546
118,468,553,660,547
119,467,552,660,546
120,467,553,660,546
121,467,554,660,547
122,468,553,660,546
123,468,553,660,546
124,466,554,658,546
125,468,554,660,546
126,467,554,660,546
127,468,554,660,547
128,468,554,660,547
129,467,554,659,547
130,468,554,659,547
131,467,553,658,546
132,465,554,658,546
133,469,554,660,547
134,469,553,660,546
135,468,553,659,546
136,469,553,659,546
137,468,554,659,546
138,467,553,659,547
139,468,554,659,547
140,468,553,660,546
141,467,552,659,545
142,467,553,659,546
143,466,553,659,546
144,469,553,660,546
145,468,553,659,546
146,468,554,659,546
147,467,554,659,547
148,467,554,659,546
149,467,554,660,546
150,469,554,659,546
