0,483,786,671,788
1,482,787,673,791
2,482,785,671,788
3,482,786,672,790
4,481,787,671,789
5,483,786,671,790
6,481,786,671,790
7,481,785,671,790
8,482,786,670,790
9,482,787,672,790
10,481,785,672,790
11,483,786,673,789
12,482,785,672,789
13,482,785,672,789
14,482,785,671,788
15,483,785,671,788
16,482,784,672,788
17,482,784,671,788
18,481,785,674,789
19,483,785,671,789
20,484,785,673,789
21,482,784,672,788
22,481,785,671,789
23,482,786,672,789
24,482,785,671,789
25,483,786,672,789
26,483,785,672,788
27,482,784,672,787
28,483,784,671,787
29,483,785,673,788
30,482,784,672,787
31,483,784,673,787
32,484,784,673,787
33,482,784,673,787
34,483,784,674,788
35,484,785,674,788
36,484,784,673,789
37,483,784,673,788
38,483,784,672,786
39,482,784,674,787
40,484,783,674,786
41,481,783,673,786
42,483,782,673,786
43,482,782,673,787
44,485,783,673,787
45,484,782,673,786
46,483,782,674,787
47,483,784,675,788
48,484,782,673,786
49,484,781,673,787
50,484,782,674,786
51,485,783,674,787
52,482,783,674,787
53,483,784,673,787
54,483,785,675,787
55,484,782,674,787
56,484,783,674,787
57,484,782,674,786
58,484,782,675,787
59,484,783,674,787
60,483,783,675,787
61,485,783,674,788
62,486,783,675,787
63,485,781,674,786
64,485,783,675,787
65,485,785,676,790
66,484,782,675,786
67,486,781,676,787
68,487,781,676,787
69,486,781,677,787
70,487,782,676,786
71,487,784,677,787
72,486,782,678,787
73,486,781,675,786
74,487,782,676,786
75,487,781,677,786
76,487,783,677,787
77,486,784,678,787
78,488,781,677,786
79,489,781,676,785
80,487,782,676,786
81,486,781,678,786
82,483,784,677,789
83,486,781,675,786
84,486,782,678,786
85,487,781,676,786
86,487,783,676,786
87,486,781,676,785
88,488,781,676,785
89,487,781,677,786
90,487,782,677,786
91,486,782,678,787
92,486,781,677,786
93,487,780,677,785
94,487,780,678,785
95,486,779,677,784
96,486,781,678,786
97,486,778,677,783
98,486,779,677,783
99,488,779,678,783
100,488,780,677,784
101,489,779,678,785
102,488,780,677,784
103,488,779,677,784
104,487,780,678,785
105,489,780,677,785
106,487,779,677,784
107,486,781,679,785
108,486,779,678,783
109,487,780,678,783
110,487,777,677,782
111,489,778,677,782
112,486,779,677,783
113,487,777,677,782
114,489,779,678,784
115,488,778,678,783
116,488,779,677,783
117,488,779,680,785
118,488,779,679,783
119,487,777,678,782
120,489,778,677,783
121,488,779,679,783
122,487,780,678,783
123,489,777,677,782
124,491,776,677,783
125,488,778,676,782
126,488,778,677,783
127,487,780,679,785
128,488,778,676,783
129,487,778,676,783
130,487,778,677,784
131,487,778,677,784
132,487,779,677,783
133,488,777,675,783
134,487,778,676,783
135,487,778,677,783
136,487,778,677,783
137,488,778,677,784
138,486,778,676,783
139,488,777,677,782
140,489,777,676,783
141,488,779,677,783
142,488,778,676,782
143,488,777,676,783
144,489,778,677,783
145,487,778,676,783
146,488,778,676,783
147,489,777,676,782
148,487,778,678,783
149,486,778,677,783
150,487,777,676,782
