0,524,781,703,790
1,525,779,704,788
2,527,780,705,790
3,525,781,705,791
4,525,780,704,788
5,528,780,704,789
6,526,780,705,790
7,525,780,703,788
8,524,780,703,789
9,524,780,702,789
10,523,779,701,788
11,523,779,702,788
12,525,780,704,789
13,522,781,702,790
14,525,780,703,790
15,526,781,703,790
16,526,780,703,789
17,524,779,703,789
18,524,779,702,789
19,523,780,702,789
20,526,779,704,789
21,524,780,703,790
22,523,779,702,788
23,524,778,703,788
24,525,780,705,788
25,523,779,703,788
26,525,780,703,790
27,525,780,703,789
28,523,779,702,789
29,524,779,703,789
30,526,780,704,790
31,524,779,703,788
32,524,778,702,789
33,525,780,704,790
34,524,779,703,788
35,525,780,703,790
36,524,780,704,789
37,523,779,703,789
38,524,779,704,790
39,524,779,702,789
40,525,779,702,788
41,523,779,704,789
42,525,781,704,789
43,524,778,703,788
44,524,779,703,788
45,524,779,704,790
46,522,778,701,788
47,521,778,701,789
48,523,779,702,788
49,522,779,702,788
50,522,779,702,789
51,524,780,703,790
52,523,779,703,789
53,522,780,703,789
54,523,779,704,790
55,524,779,704,789
56,522,780,704,789
57,523,779,704,790
58,523,780,704,789
59,524,779,705,790
60,525,779,704,789
61,525,779,705,789
62,523,778,705,789
63,525,779,706,790
64,525,779,704,789
65,525,780,706,789
66,526,781,700,790
67,526,782,700,792
68,526,784,705,792
69,524,782,703,791
70,524,779,705,791
71,524,779,704,790
72,523,778,703,789
73,525,778,705,790
74,526,779,705,790
75,525,778,703,789
76,527,779,705,789
77,524,778,704,789
78,526,779,703,789
79,525,778,704,789
80,525,779,704,789
81,526,779,703,790
82,526,778,706,790
83,527,778,706,789
84,527,779,705,790
85,529,779,708,790
86,528,778,708,790
87,527,778,707,790
88,529,778,707,788
89,528,777,709,789
90,527,778,708,790
91,529,778,707,790
92,529,777,708,788
93,527,776,707,787
94,528,777,707,788
95,528,777,707,788
96,527,776,705,788
97,529,777,706,788
98,529,777,708,788
99,528,777,706,788
100,527,775,706,787
101,527,776,706,788
102,526,776,705,787
103,528,776,706,787
104,528,775,707,787
105,527,776,707,788
106,527,776,707,787
107,528,776,708,787
108,526,775,707,787
109,527,776,706,787
110,528,775,708,787
111,527,775,706,787
112,528,775,708,787
113,529,777,707,787
114,526,774,708,786
115,528,775,707,787
116,528,775,708,787
117,527,774,708,786
118,528,774,706,786
119,527,775,708,786
120,527,774,707,785
121,526,774,707,785
122,527,774,706,786
123,526,774,707,785
124,527,774,707,785
125,526,774,704,785
126,526,773,706,785
127,524,774,706,785
128,526,773,706,785
129,525,773,705,785
130,526,774,706,785
131,525,774,707,786
132,526,774,706,785
133,527,773,706,785
134,525,773,706,785
135,525,773,705,786
136,525,773,705,785
137,525,773,705,785
138,526,773,706,785
139,527,772,705,783
140,526,772,704,784
141,527,773,707,784
142,526,772,706,784
143,526,772,706,784
144,528,772,706,784
145,525,771,705,783
146,526,772,707,784
147,526,773,707,784
148,526,771,706,783
149,527,770,705,782
150,528,771,707,783
